SCORE,0
SCORE,565
SCORE,238
SCORE,13
SCORE,1339
SCORE,279
SCORE,468
SCORE,10
SCORE,1010
SCORE,20
SCORE,240
SCORE,29
SCORE,876
SCORE,767
SCORE,9
SCORE,1179
SCORE,29
